po_id,date_id,store_id,supplier_id,product_id,employee_id,po_number,po_status,quantity_ordered,unit_cost,total_cost,expected_delivery_date,actual_delivery_date,is_emergency_order,lead_time_days,shipping_cost
4119,212,18,7,628,417,PO-TIysAd-60989506,Partially Delivered,12,64.58,774.96,2024-08-13,2024-08-15,False,14,65.7
4120,101,36,91,656,189,PO-GwYTCY-98721073,Ordered,134,166.53,22315.02,2024-04-22,,False,12,287.42
4121,25,18,72,632,220,PO-CEnNyY-62360128,Delivered,129,135.42,17469.18,2024-02-13,2024-02-15,False,19,355.74
4122,42,50,77,331,451,PO-frwZsn-96571084,Partially Delivered,96,129.75,12456.0,2024-02-13,2024-02-14,False,2,266.08
4123,167,38,87,295,188,PO-bFqKOZ-84041200,In Transit,176,153.65,27042.4,2024-07-11,,False,26,409.67
4124,253,8,93,640,167,PO-RcwqLf-60445577,Partially Delivered,70,239.61,16772.7,2024-09-30,2024-09-29,False,21,161.59
4125,314,32,87,352,343,PO-AeAchB-58159797,Delivered,27,258.47,6978.69,2024-12-05,2024-12-07,False,26,266.13
4126,215,1,80,633,1,PO-wgPRry-34262722,Delivered,103,210.9,21722.7,2024-08-14,2024-08-16,True,12,403.02
4127,316,47,93,101,327,PO-DPUuoE-79122950,In Transit,186,214.19,39839.34,2024-12-02,,False,21,182.48
4128,51,42,49,387,390,PO-sHSUUO-70713765,Partially Delivered,148,216.79,32084.92,2024-02-29,2024-03-01,False,9,242.66
4129,350,8,64,852,167,PO-NYVGgU-11499461,Delivered,171,24.62,4210.02,2025-01-07,2025-01-11,False,23,115.92
4130,179,15,44,792,15,PO-GFbseZ-66361932,Canceled,116,135.88,15762.08,2024-07-16,,False,19,83.03
4131,302,31,73,980,463,PO-eDFcDv-80366635,Partially Delivered,63,226.29,14256.27,2024-11-25,2024-11-25,False,28,379.01
4132,175,29,87,295,100,PO-xYLqfg-97415181,Canceled,15,133.24,1998.6,2024-07-19,,False,26,461.36
4133,218,43,70,123,43,PO-mQTJbH-73521907,Ordered,20,22.45,449.0,2024-08-14,,False,9,283.89
4134,270,22,86,153,22,PO-SyIYyr-60572270,Delivered,129,304.5,39280.5,2024-10-21,2024-10-26,False,25,201.91
4135,85,1,73,393,1,PO-rqSaCY-70486600,Delivered,199,99.56,19812.44,2024-04-22,2024-04-27,False,28,313.93
4136,318,14,53,456,14,PO-BZQgOr-01776708,Canceled,143,153.31,21923.33,2024-11-20,,False,7,102.19
4137,267,50,75,804,486,PO-KQefzK-27513950,Ordered,144,213.81,30788.64,2024-10-18,,False,25,270.53
4138,295,34,29,677,172,PO-gVhOyX-74270444,Partially Delivered,106,138.59,14690.54,2024-11-05,2024-11-04,False,15,92.5
4139,214,40,72,47,40,PO-MuMkXA-65039352,In Transit,84,67.69,5685.96,2024-08-20,,False,19,111.23
4140,4,37,27,357,162,PO-nUbksO-02952164,Delivered,150,2.37,355.5,2024-01-25,2024-01-27,False,21,407.9
4141,196,8,68,296,167,PO-LfWrdy-18159734,Delivered,81,31.88,2582.28,2024-08-05,2024-08-04,False,22,144.52
4142,174,16,33,165,16,PO-UNXRMG-93989227,Ordered,106,265.28,28119.68,2024-07-21,,False,29,101.41
4143,129,4,15,928,4,PO-MALxds-62409913,Ordered,64,248.14,15880.96,2024-05-28,,False,20,440.4
4144,281,45,30,937,255,PO-PeXrHV-75190226,Ordered,18,6.29,113.22,2024-10-16,,False,9,278.16
4145,249,19,31,117,211,PO-OVKbgC-79147575,Canceled,67,133.3,8931.1,2024-09-27,,False,22,163.17
4146,203,30,31,680,482,PO-GWzyZr-60783271,Canceled,91,211.0,19201.0,2024-08-12,,False,22,205.11
4147,237,32,48,541,153,PO-LwhxSq-54130739,Ordered,13,195.67,2543.71,2024-09-16,,False,23,163.87
4148,300,6,31,985,445,PO-bdOPuz-88609837,Canceled,150,198.07,29710.5,2024-11-17,,False,22,374.5
4149,70,16,32,865,349,PO-RJKzEZ-16964732,Partially Delivered,16,109.21,1747.36,2024-03-11,2024-03-15,False,1,63.54
4150,232,12,39,256,95,PO-HNdWQi-33708738,Canceled,102,216.24,22056.48,2024-09-06,,False,18,348.9
4151,208,34,20,163,352,PO-CNowsH-68271818,In Transit,157,250.42,39315.94,2024-08-03,,False,8,264.89
4152,340,39,20,163,98,PO-USguTu-86869806,Delivered,132,265.33,35023.56,2024-12-13,2024-12-11,False,8,214.7
4153,196,31,24,742,463,PO-iHjZCn-23900359,Canceled,181,15.51,2807.31,2024-07-19,,False,5,76.39
4154,326,42,42,264,42,PO-vpUfhu-39754252,In Transit,133,156.35,20794.55,2024-12-06,,False,15,189.31
4155,59,24,38,651,170,PO-FGmjpx-11866897,Partially Delivered,123,128.15,15762.45,2024-03-21,2024-03-20,False,22,351.29
4156,220,9,49,387,202,PO-PJONnN-97629950,Partially Delivered,139,214.96,29879.44,2024-08-16,2024-08-19,False,9,134.67
4157,109,19,88,190,19,PO-NpVupJ-55101971,In Transit,37,233.71,8647.27,2024-04-26,,False,8,472.28
4158,130,49,42,440,483,PO-JACxFD-87484587,Partially Delivered,109,213.77,23300.93,2024-05-24,2024-05-29,False,15,495.53
4159,56,44,100,411,350,PO-TVJCXB-63061748,Partially Delivered,83,140.69,11677.27,2024-03-21,2024-03-24,False,25,243.77
4160,218,37,77,119,368,PO-EQPWEJ-61145187,Canceled,12,19.86,238.32,2024-08-07,,False,2,95.43
4161,191,15,77,331,455,PO-BBGJHP-37593681,In Transit,150,108.99,16348.5,2024-07-11,,False,2,319.81
4162,249,29,71,116,261,PO-HhSMOh-33740933,Canceled,11,67.47,742.17,2024-09-06,,False,1,240.59
4163,88,6,11,830,283,PO-nsYuJy-66832085,Canceled,89,91.66,8157.74,2024-04-03,,False,6,176.3
4164,243,41,18,958,154,PO-okUrMJ-02952382,Delivered,105,25.56,2683.8,2024-09-19,2024-09-23,False,20,484.26
4165,297,3,11,122,270,PO-vNilFL-87050748,Canceled,104,56.59,5885.36,2024-10-29,,False,6,373.03
4166,2,34,51,191,352,PO-ahUrgc-20755424,Ordered,106,33.59,3560.54,2024-01-30,,False,28,354.8
4167,33,23,24,952,143,PO-BhczuQ-27320186,Partially Delivered,91,274.44,24974.04,2024-02-07,2024-02-09,False,5,103.27
4168,120,31,32,796,31,PO-VsFwNm-54431636,Partially Delivered,178,55.68,9911.04,2024-04-30,2024-04-29,False,1,166.66
4169,248,33,78,33,33,PO-zPyrLD-05027338,Delivered,162,293.15,47490.3,2024-10-04,2024-10-09,False,30,428.71
4170,43,37,18,127,368,PO-KgIbtW-97679186,Delivered,44,219.04,9637.76,2024-03-03,2024-03-05,False,20,454.1
4171,77,1,59,590,1,PO-grVtRm-04501050,Ordered,162,81.93,13272.66,2024-03-30,,False,13,422.37
4172,258,31,89,364,31,PO-iaFWtu-10550244,In Transit,99,38.73,3834.27,2024-10-04,,False,20,433.11
4173,70,25,34,280,25,PO-FyWTif-13083886,In Transit,56,181.9,10186.4,2024-04-05,,False,26,372.62
4174,324,21,92,885,397,PO-ZRQikm-95623532,Partially Delivered,44,107.91,4748.04,2024-11-27,2024-12-01,False,8,305.93
4175,185,31,43,429,463,PO-FkHQKK-07171528,In Transit,62,217.14,13462.68,2024-07-15,,False,12,247.23
4176,229,30,72,632,177,PO-xzwLeR-33123889,Ordered,171,115.58,19764.18,2024-09-04,,False,19,189.81
4177,238,5,29,635,125,PO-iVcUyq-69181589,Canceled,54,94.03,5077.62,2024-09-09,,False,15,154.9
4178,277,21,95,204,397,PO-fwrzIW-96295199,Canceled,42,172.09,7227.78,2024-10-23,,False,20,70.81
4179,357,30,50,728,114,PO-iKQlXM-36713561,Delivered,168,281.46,47285.28,2025-01-06,2025-01-04,False,15,321.5
4180,253,29,100,72,290,PO-AcotnL-49739152,Canceled,147,138.33,20334.51,2024-10-04,,False,25,413.19
4181,244,17,69,785,17,PO-glCeMd-38973480,Partially Delivered,23,235.5,5416.5,2024-09-13,2024-09-17,False,13,316.2
4182,310,35,25,202,208,PO-Jrgttd-88222617,In Transit,153,164.87,25225.11,2024-11-13,,False,8,425.5
4183,274,30,47,188,177,PO-InTCeE-05624284,Ordered,76,14.9,1132.4,2024-10-14,,False,14,226.53
4184,340,6,30,906,6,PO-BLsFuA-55649834,Delivered,187,128.55,24038.85,2024-12-14,2024-12-12,False,9,254.26
4185,86,1,88,190,1,PO-qqDykS-55663461,Partially Delivered,176,207.87,36585.12,2024-04-03,2024-04-05,False,8,458.28
4186,331,20,98,756,20,PO-QsUxbf-89773249,In Transit,59,174.25,10280.75,2024-12-21,,False,25,184.08
4187,254,11,70,375,11,PO-KLZpRn-11912390,Ordered,168,245.84,41301.12,2024-09-19,,False,9,460.05
4188,228,9,53,203,202,PO-KPMfnF-93151323,Ordered,87,102.77,8940.99,2024-08-22,,False,7,444.8
4189,32,6,20,905,6,PO-BeiCsD-46141882,In Transit,169,13.69,2313.61,2024-02-09,,False,8,462.98
4190,54,44,9,439,64,PO-FSrWht-61637802,Canceled,11,257.65,2834.15,2024-03-16,,False,22,250.09
4191,204,16,37,982,16,PO-OwVokM-35960995,Partially Delivered,87,89.88,7819.56,2024-08-01,2024-08-04,False,10,404.84
4192,84,44,22,639,44,PO-WDsqoS-28120128,Partially Delivered,57,187.06,10662.42,2024-04-23,2024-04-23,False,30,95.98
4193,8,48,49,300,48,PO-RgbGJk-41772252,Ordered,73,29.38,2144.74,2024-01-17,,False,9,167.13
4194,116,23,26,749,166,PO-CTsGBB-42812325,In Transit,131,44.28,5800.68,2024-05-10,,False,15,174.68
4195,227,12,42,873,12,PO-VSiuvb-04429953,Delivered,30,64.45,1933.5,2024-08-29,2024-08-27,False,15,441.03
4196,61,4,31,680,133,PO-LPPXdU-80384494,In Transit,60,170.43,10225.8,2024-03-12,,True,11,298.79
4197,141,41,8,423,427,PO-ruKNTA-70004121,Partially Delivered,127,240.38,30528.26,2024-06-08,2024-06-13,False,19,427.11
4198,204,6,9,22,6,PO-zjPIBn-88532943,Delivered,38,312.16,11862.08,2024-08-13,2024-08-11,False,22,326.43
4199,54,48,60,174,156,PO-hKUaEh-13580430,Canceled,166,146.5,24319.0,2024-03-13,,False,19,95.54
4200,59,29,52,69,100,PO-gwBvbd-07991364,Partially Delivered,188,81.08,15243.04,2024-03-09,2024-03-13,False,10,390.22
4201,166,43,52,388,63,PO-lGQnSQ-64765717,In Transit,171,203.21,34748.91,2024-06-24,,False,10,70.54
4202,69,41,17,496,55,PO-jIVYoi-88771521,Delivered,21,194.4,4082.4,2024-03-22,2024-03-22,False,13,472.41
4203,45,18,32,434,92,PO-giAHBP-71264600,Partially Delivered,128,12.52,1602.56,2024-02-14,2024-02-13,True,0,237.54
4204,350,35,96,412,35,PO-gJixkC-60842737,Partially Delivered,68,54.11,3679.48,2024-12-24,2024-12-24,False,9,213.05
4205,149,17,82,161,286,PO-FsrauR-79931923,Ordered,167,110.09,18385.03,2024-06-24,,False,27,418.46
4206,116,1,73,980,1,PO-EgKxkF-21596252,Ordered,56,254.26,14238.56,2024-05-23,,False,28,62.92
4207,248,11,29,745,11,PO-yPIMpP-15801708,Canceled,83,217.54,18055.82,2024-09-19,,False,15,177.18
4208,349,37,52,568,37,PO-lqEvZC-30537009,Ordered,53,74.74,3961.22,2024-12-24,,False,10,431.61
4209,53,41,9,951,427,PO-QIqcco-81743443,In Transit,180,235.49,42388.2,2024-03-15,,False,22,83.19
4210,64,48,77,260,156,PO-WEDKnc-46207374,Canceled,144,72.64,10460.16,2024-03-06,,False,2,312.59
4211,210,45,53,986,201,PO-QCaNbS-06855404,Canceled,95,186.31,17699.45,2024-08-04,,False,7,75.06
4212,253,25,90,12,275,PO-QSDAls-57037007,Delivered,40,214.7,8588.0,2024-10-05,2024-10-10,False,26,351.88
4213,62,31,62,239,31,PO-FUmXtV-52048005,Delivered,42,66.15,2778.3,2024-03-21,2024-03-24,False,19,364.36
4214,235,46,12,778,46,PO-YjxndZ-76449678,Canceled,57,207.57,11831.49,2024-08-28,,False,6,102.37
4215,150,6,26,586,6,PO-ltZCAD-87748819,Canceled,128,2.28,291.84,2024-06-13,,False,15,303.8
4216,40,26,10,400,26,PO-KeDCAb-12202729,Canceled,42,1.71,71.82,2024-03-06,,False,26,293.18
4217,358,25,55,964,25,PO-LNhsik-84023104,Partially Delivered,47,251.62,11826.14,2025-01-06,2025-01-07,True,14,698.09
4218,343,35,10,627,208,PO-tcRGbZ-77613959,Delivered,146,243.59,35564.14,2025-01-03,2025-01-03,False,26,107.97
4219,44,14,23,3,14,PO-mFXQay-72895235,Partially Delivered,196,93.85,18394.6,2024-03-03,2024-03-02,False,19,420.77
4220,342,21,33,165,91,PO-pgglvO-94535107,Canceled,97,226.73,21992.81,2025-01-05,,False,29,496.52
4221,289,30,84,170,482,PO-QedAkV-13207002,Canceled,114,14.93,1702.02,2024-11-13,,False,29,51.0
4222,14,32,91,667,153,PO-ViykGE-59467369,Ordered,175,300.92,52661.0,2024-01-26,,False,12,201.2
4223,357,11,59,560,85,PO-atldmO-79427537,Delivered,61,306.37,18688.57,2025-01-04,2025-01-04,False,13,113.5
4224,197,17,33,609,81,PO-rHeYKW-73986891,Partially Delivered,32,24.09,770.88,2024-08-13,2024-08-11,False,29,402.51
4225,315,12,67,966,142,PO-kOBHMx-03219778,Partially Delivered,94,200.69,18864.86,2024-11-23,2024-11-22,True,13,512.28
4226,72,41,58,900,458,PO-iGEqLi-13596775,Ordered,172,122.07,20996.04,2024-03-16,,True,4,451.63
4227,136,39,91,667,187,PO-yJdWcS-06883125,Canceled,197,287.63,56663.11,2024-05-27,,False,12,395.15
4228,291,45,13,637,311,PO-uuCDzz-11295235,In Transit,102,226.68,23121.36,2024-10-23,,False,6,338.49
4229,66,7,68,242,7,PO-xbOtKn-07868678,Delivered,107,274.56,29377.92,2024-03-28,2024-03-30,False,22,258.8
4230,63,41,27,988,154,PO-pdGjqt-95717000,Partially Delivered,135,157.31,21236.85,2024-03-24,2024-03-25,False,21,337.42
4231,246,37,29,697,162,PO-QerbaU-38898778,Partially Delivered,145,147.2,21344.0,2024-09-17,2024-09-21,False,15,195.74
4232,207,50,62,5,78,PO-jKpSyx-50380846,Partially Delivered,154,288.54,44435.16,2024-08-03,2024-08-04,True,9,171.85
4233,238,25,9,251,134,PO-CzuIVN-24421961,Partially Delivered,70,161.63,11314.1,2024-09-16,2024-09-19,False,22,91.13
4234,49,34,93,323,34,PO-EttfNt-24836375,Delivered,163,133.31,21729.53,2024-02-28,2024-02-26,True,10,746.15
4235,310,6,67,966,283,PO-fwbkeo-81659760,In Transit,136,203.97,27739.92,2024-11-18,,True,13,277.68
4236,37,21,45,702,91,PO-LtluxO-41162522,In Transit,134,189.01,25327.34,2024-02-16,,False,10,449.97
4237,136,27,88,681,27,PO-pocMiI-71339212,Canceled,118,64.83,7649.94,2024-05-23,,False,8,316.9
4238,358,4,43,990,366,PO-uSqMnD-89064146,Delivered,191,215.5,41160.5,2025-01-04,2025-01-03,False,12,128.66
4239,233,42,17,496,390,PO-gOblEQ-24702308,Delivered,21,249.07,5230.47,2024-09-02,2024-08-31,False,13,316.82
4240,124,29,99,209,290,PO-aCOfiw-02717867,Partially Delivered,136,64.37,8754.32,2024-05-27,2024-05-30,False,24,97.0
4241,94,10,88,573,405,PO-KkgZVn-19752520,Delivered,36,238.63,8590.68,2024-04-11,2024-04-12,False,8,144.66
4242,35,21,84,505,21,PO-crOjiF-32109982,In Transit,84,238.6,20042.4,2024-02-18,,True,14,186.29
4243,250,35,12,246,35,PO-lgPyOm-52021676,Delivered,59,188.78,11138.02,2024-09-12,2024-09-12,False,6,381.82
4244,246,1,74,818,1,PO-jtqaHa-29500768,Delivered,106,33.06,3504.36,2024-09-24,2024-09-24,False,22,434.98
4245,7,38,8,31,392,PO-qzjdmS-75795238,In Transit,109,123.65,13477.85,2024-01-26,,False,19,361.26
4246,150,15,84,92,455,PO-NwzgjP-39671535,In Transit,170,246.72,41942.4,2024-06-27,,False,29,115.67
4247,35,3,99,209,270,PO-OSGikM-22944192,Canceled,199,64.34,12803.66,2024-02-28,,False,24,422.98
4248,188,34,44,509,108,PO-liNitK-19009923,Delivered,104,308.81,32116.24,2024-07-25,2024-07-29,False,19,369.55
4249,268,6,3,466,6,PO-XYqwuP-30769099,Canceled,74,271.01,20054.74,2024-10-08,,False,14,135.23
4250,154,15,38,506,420,PO-GsHWtn-09379416,Delivered,19,156.12,2966.28,2024-06-24,2024-06-28,False,22,208.28
4251,112,34,21,511,34,PO-vlcKBZ-59234313,Canceled,161,211.84,34106.24,2024-04-29,,True,8,636.38
4252,33,14,18,721,14,PO-icWgCW-26511142,Partially Delivered,11,112.3,1235.3,2024-02-12,2024-02-13,True,10,623.72
4253,287,44,42,67,64,PO-hQotzt-89316308,Partially Delivered,42,33.73,1416.66,2024-10-28,2024-10-27,False,15,342.03
4254,257,15,8,854,15,PO-yQrTUo-35102811,Canceled,137,91.73,12567.01,2024-10-02,,False,19,368.92
4255,52,34,91,780,352,PO-YhHBNy-18592208,Ordered,25,162.35,4058.75,2024-03-04,,False,12,68.58
4256,285,47,29,164,260,PO-lWhZbR-77603168,Delivered,115,57.08,6564.2,2024-10-26,2024-10-26,False,15,70.41
4257,248,38,18,404,414,PO-AmPvXf-96893936,Ordered,147,96.15,14134.05,2024-09-24,,False,20,362.95
4258,81,17,58,139,81,PO-apIWtq-20791618,In Transit,137,170.15,23310.55,2024-03-29,,False,8,58.11
4259,63,9,93,102,202,PO-eWUcmR-25414616,Canceled,20,120.97,2419.4,2024-03-24,,False,21,241.7
4260,184,46,10,316,439,PO-YAspzK-23730429,Ordered,21,200.28,4205.88,2024-07-28,,False,26,130.84
4261,223,22,59,349,235,PO-ptMgSj-41813256,Canceled,111,92.77,10297.47,2024-08-23,,False,13,211.78
4262,328,32,10,507,343,PO-QINZxy-38472660,Partially Delivered,151,83.62,12626.62,2024-12-19,2024-12-20,False,26,444.09
4263,14,48,89,494,453,PO-ZjfAWI-86642805,Ordered,93,47.2,4389.6,2024-01-24,,True,10,573.54
4264,36,15,43,89,455,PO-ZdpYIh-75238668,Ordered,68,266.07,18092.76,2024-02-17,,False,12,421.69
4265,267,22,22,747,22,PO-XeZBgO-21662550,In Transit,166,197.46,32778.36,2024-10-23,,False,30,273.21
4266,21,34,36,208,352,PO-IKnPdl-68004935,Canceled,21,133.8,2809.8,2024-02-19,,False,29,135.16
4267,274,18,83,972,18,PO-MCZotQ-37468012,Ordered,92,302.44,27824.48,2024-10-29,,False,29,210.62
4268,139,35,42,83,35,PO-HLQQyo-56990068,Canceled,73,233.17,17021.41,2024-06-02,,False,15,339.6
4269,23,44,96,412,64,PO-SWNKes-27364302,In Transit,72,68.02,4897.44,2024-02-01,,False,9,273.44
4270,189,48,91,655,48,PO-bHzZtK-88970686,Delivered,193,293.66,56676.38,2024-07-13,2024-07-11,True,6,614.4
4271,106,45,40,93,311,PO-xgJnZh-83756336,Canceled,24,153.37,3680.88,2024-04-21,,False,6,182.21
4272,157,10,29,712,405,PO-YhPqfW-77914257,Ordered,156,2.7,421.2,2024-06-20,,False,15,283.41
4273,162,45,48,842,45,PO-pLEyPr-04402021,Partially Delivered,121,278.51,33699.71,2024-07-03,2024-07-08,False,23,86.5
4274,251,14,99,994,14,PO-fvdcHY-80541747,Ordered,12,300.4,3604.8,2024-09-19,,True,12,320.72
4275,148,42,41,709,435,PO-XmAuiP-36451329,Canceled,98,25.15,2464.7,2024-05-28,,True,1,349.54
4276,65,17,71,523,17,PO-rzKsbq-92959829,Canceled,98,116.39,11406.22,2024-03-06,,False,1,70.83
4277,300,17,48,432,17,PO-BWSUCv-10839848,Canceled,67,233.73,15659.91,2024-11-18,,False,23,245.27
4278,235,18,88,591,126,PO-QhSHcn-68341326,Canceled,85,169.9,14441.5,2024-08-30,,False,8,53.49
4279,235,28,47,816,490,PO-aalPfi-50419545,Delivered,80,200.24,16019.2,2024-09-05,2024-09-04,False,14,135.58
4280,194,35,4,567,35,PO-mqqsbZ-52463773,Ordered,145,189.0,27405.0,2024-07-17,,False,5,56.65
4281,165,44,42,873,64,PO-WUniuj-64457880,Ordered,35,62.67,2193.45,2024-06-28,,False,15,333.87
4282,352,22,47,145,22,PO-djkMlI-12936467,Delivered,102,81.42,8304.84,2024-12-31,2024-12-31,False,14,162.39
4283,274,40,4,944,40,PO-zDtRWn-32006441,Canceled,138,214.79,29641.02,2024-10-05,,False,5,322.42
4284,215,6,95,149,283,PO-MsMtqr-41000081,Partially Delivered,192,261.82,50269.44,2024-08-22,2024-08-26,False,20,133.06
4285,152,9,79,81,9,PO-TAmVht-06151488,Ordered,186,25.99,4834.14,2024-06-20,,False,20,83.35
4286,241,38,71,116,433,PO-lhlDEx-17464250,Partially Delivered,127,65.48,8315.96,2024-08-29,2024-08-31,False,1,497.81
4287,151,27,40,765,27,PO-sbXXPl-25636774,Canceled,111,149.04,16543.44,2024-06-05,,False,6,264.86
4288,279,37,75,646,162,PO-gojLxo-77013418,Partially Delivered,104,147.67,15357.68,2024-10-30,2024-10-28,False,25,188.0
4289,354,27,97,705,354,PO-rxFbCc-07452550,In Transit,132,192.48,25407.36,2025-01-10,,False,22,410.4
4290,41,23,49,279,166,PO-JRvXDs-18539210,Canceled,152,110.97,16867.44,2024-02-19,,False,9,497.04
4291,286,41,1,983,55,PO-deTHiM-26634718,Partially Delivered,196,273.96,53696.16,2024-10-18,2024-10-23,True,6,164.42
4292,360,29,98,756,100,PO-azJUaN-09873598,Partially Delivered,185,168.73,31215.05,2025-01-06,2025-01-04,True,12,322.15
4293,275,30,24,850,177,PO-ilABvi-06693546,Canceled,87,44.18,3843.66,2024-10-03,,True,2,180.29
4294,32,10,45,911,421,PO-wQKBPP-14959020,Delivered,192,236.15,45340.8,2024-02-11,2024-02-09,False,10,83.41
4295,138,40,12,531,40,PO-ZhxbMt-95329906,Delivered,188,65.47,12308.36,2024-05-23,2024-05-28,False,6,202.41
4296,237,50,96,631,476,PO-zSaivL-79201293,In Transit,149,100.05,14907.45,2024-09-02,,False,9,377.88
4297,285,28,42,873,70,PO-xilXod-83008460,Partially Delivered,70,58.71,4109.7,2024-10-26,2024-10-31,False,15,492.39
4298,108,27,95,546,27,PO-pxFlGc-16172680,Partially Delivered,24,267.04,6408.96,2024-05-07,2024-05-05,False,20,400.97
4299,223,1,23,3,1,PO-mXXyXX-14916423,Canceled,57,114.83,6545.31,2024-08-29,,False,19,374.17
4300,5,17,71,674,81,PO-mwqiul-09993995,In Transit,47,156.72,7365.84,2024-01-06,,False,1,202.11
4301,183,40,54,447,40,PO-pOixkN-83395446,In Transit,200,59.72,11944.0,2024-07-14,,False,13,381.13
4302,320,30,21,555,30,PO-YzDxZN-93694551,Canceled,37,8.56,316.72,2024-12-01,,False,16,109.07
4303,134,46,51,763,442,PO-olTGSk-62829209,Partially Delivered,42,163.86,6882.12,2024-05-27,2024-06-01,True,14,147.04
4304,109,8,24,288,8,PO-wVpwId-67978010,Partially Delivered,177,242.27,42881.79,2024-04-23,2024-04-26,False,5,99.41
4305,288,46,79,362,442,PO-vZIXgZ-29171846,Partially Delivered,95,208.74,19830.3,2024-11-03,2024-11-06,False,20,309.47
4306,200,29,17,41,100,PO-eYJiCB-53950018,Delivered,69,229.85,15859.65,2024-07-31,2024-07-29,False,13,211.53
4307,199,34,12,770,352,PO-Zdgizz-26441075,Delivered,156,323.17,50414.52,2024-07-23,2024-07-21,False,6,76.71
4308,65,8,83,883,360,PO-LgukZJ-19522235,Delivered,53,31.3,1658.9,2024-04-03,2024-04-06,False,29,221.03
4309,57,33,67,449,33,PO-tvwGbW-32538559,Canceled,93,15.14,1408.02,2024-03-24,,False,27,382.12
4310,286,3,73,344,491,PO-fOnBjE-02047159,Delivered,20,54.45,1089.0,2024-11-09,2024-11-12,False,28,318.56
4311,272,7,35,55,338,PO-nVUIvQ-87500877,Partially Delivered,93,18.57,1727.01,2024-10-13,2024-10-15,False,15,156.34
4312,262,34,40,588,266,PO-MOvWwO-27146637,Ordered,103,61.02,6285.06,2024-09-24,,False,6,81.7
4313,172,33,87,383,33,PO-SuRvaj-02360783,Canceled,173,93.92,16248.16,2024-07-16,,False,26,310.94
4314,348,48,24,615,156,PO-CeSaEV-95571392,Canceled,17,113.67,1932.39,2024-12-18,,False,5,189.37
4315,90,32,77,636,153,PO-kIrvUM-59860486,Ordered,186,191.63,35643.18,2024-04-01,,False,2,126.97
4316,180,48,23,908,156,PO-HRMInE-98034884,Delivered,50,232.55,11627.5,2024-07-17,2024-07-21,False,19,211.04
4317,285,48,35,392,48,PO-GKpcMT-88615333,Canceled,140,242.96,34014.4,2024-10-26,,False,15,451.53
4318,203,34,44,768,108,PO-NHtyYR-24836820,Partially Delivered,184,70.74,13016.16,2024-08-09,2024-08-13,False,19,269.33
4319,287,12,76,553,12,PO-YkqLju-30051222,Delivered,146,116.3,16979.8,2024-11-06,2024-11-09,False,24,215.99
4320,280,12,49,34,12,PO-ZQbUyk-15170361,In Transit,14,34.18,478.52,2024-10-15,,False,9,415.92
4321,83,18,36,326,220,PO-bZPMAS-42045312,Partially Delivered,113,22.81,2577.53,2024-04-21,2024-04-26,False,29,320.94
4322,132,14,88,237,14,PO-KEdSCT-72626667,Partially Delivered,52,103.6,5387.2,2024-05-19,2024-05-18,False,8,214.43
4323,332,6,78,947,6,PO-sMgXhT-41651249,Partially Delivered,97,40.88,3965.36,2024-12-27,2024-12-30,False,30,499.03
4324,182,26,37,151,26,PO-tcVszg-05376850,Partially Delivered,178,54.72,9740.16,2024-07-10,2024-07-10,False,10,302.65
4325,222,38,12,110,38,PO-dIwNyt-56847155,Ordered,125,41.24,5155.0,2024-08-15,,False,6,233.96
4326,93,2,100,128,240,PO-ebXiJI-39110067,Partially Delivered,34,184.18,6262.12,2024-04-27,2024-04-26,False,25,85.68
4327,270,14,52,779,14,PO-LPHwit-79687791,Ordered,158,122.48,19351.84,2024-10-06,,False,10,245.85
4328,169,42,73,786,390,PO-HOnRLj-15369196,Delivered,106,204.44,21670.64,2024-07-15,2024-07-16,False,28,102.21
4329,166,35,13,480,208,PO-wyUbaL-60177600,Delivered,51,338.15,17245.65,2024-06-20,2024-06-18,False,6,219.46
4330,165,30,42,685,177,PO-PPILhd-61923726,Delivered,166,270.26,44863.16,2024-06-28,2024-07-03,False,15,462.12
4331,330,19,64,413,456,PO-wKkYyl-25545864,Delivered,113,163.05,18424.65,2024-12-18,2024-12-23,False,23,459.11
4332,206,35,19,50,208,PO-gNEKnf-86897387,Partially Delivered,119,106.5,12673.5,2024-08-04,2024-08-09,True,11,173.26
4333,63,35,90,694,208,PO-sAxpDX-15592571,Canceled,80,22.19,1775.2,2024-03-29,,False,26,317.98
4334,160,48,88,809,156,PO-TnjTiR-08366366,Ordered,99,153.66,15212.34,2024-06-16,,False,8,370.71
4335,103,27,16,363,27,PO-nZzpCs-64027853,Canceled,12,218.91,2626.92,2024-05-10,,False,28,228.15
4336,230,2,68,303,121,PO-xFQKDg-34065649,Ordered,177,338.47,59909.19,2024-09-08,,False,22,359.3
4337,272,8,88,237,360,PO-qQKwTV-21911608,Partially Delivered,99,81.25,8043.75,2024-10-06,2024-10-11,False,8,458.1
4338,262,20,48,87,20,PO-SYpJCn-52563341,Partially Delivered,157,206.0,32342.0,2024-09-29,2024-09-29,True,11,674.33
4339,278,37,53,880,368,PO-ZmXZBo-17241606,Ordered,138,210.17,29003.46,2024-10-11,,False,7,220.0
4340,150,10,75,671,405,PO-MrxmQW-43136232,Partially Delivered,70,81.19,5683.3,2024-06-10,2024-06-10,True,12,520.09
4341,267,41,73,484,427,PO-InKMqp-02642562,Canceled,176,9.59,1687.84,2024-10-21,,False,28,233.47
